régionCNC,N° auto,nom,région administrative,adresse,code INSEE,commune,population de la commune,DEP,N°UU,unité urbaine,population unité urbaine,situation géographique,écrans,fauteuils,semaines d'activité,séances,entrées 2024,entrées 2023,évolution entrées,tranche d'entrées,propriétaire,AE,catégorie Art et Essai,label Art et Essai,genre,multiplexe,zone de la commune,nombre de films programmés,nombre de films inédits,nombre de films en semaine 1,PdM en entrées des films français,PdM en entrées des films américains,PdM en entrées des films européens,PdM en entrées des autres films,films Art et Essai,part des séances de films Art et Essai,PdM en entrées des films Art et Essai,latitude,longitude
3,111621,LE RABELAIS,CENTRE-VAL DE LOIRE,31BIS PLACE DU GENERAL DE GAULLE,37072,Chinon,8361,37,37301,Chinon,10156,06-autres communes et unités urbaines,1,350,53,1014,33996,33697,0.88731934593584%,De 30 à 40 000 entrées,,OUI,E,JPPR,FIXE,NON,C,295,215,37,58.9424771671207%,21.8490626502163%,15.350104149976%,3.85835603268707%,197,51.4018691588785%,47.2488383271912%,47.16663,0.240401
2,112014,SALLE PAUL ELUARD,ILE-DE-FRANCE,4 AV DE VILLENEUVE ST GEORGES,94022,Choisy-le-Roi,46466,94,00851,Paris,10947378,02-Petite Couronne,1,181,49,1025,30602,33340,-8.2123575284943%,De 30 à 40 000 entrées,,OUI,C,JPPR,FIXE,NON,B,199,136,0,59.0305747206949%,23.7628270234301%,14.1631352222183%,3.04346303365671%,131,61.3891726251277%,59.685497145659%,48.766383,2.414699
3,112095,CGR CHOLET,PAYS DE LA LOIRE,ARCADES ROUGES,49099,Cholet,56286,49,49501,Cholet,56286,05-Unités urbaines de 20 000 à 100 000 hbts,10,1460,53,18329,318832,299305,6.52411419789178%,De 300 à 450 000 entrées,CGR,OUI,D,JPPR,FIXE,OUI,C,451,257,207,49.8548026332512%,35.5657296088249%,12.9263782629693%,1.65308949495463%,227,23.79399900536%,12.0326360470732%,47.061739,-0.881773
6,112151,THEATRE DE VERDURE,AUVERGNE / RHONE-ALPES,PLACE DE LA MAIRIE,07066,Chomérac,3178,07,07109,Chomérac,3997,06-autres communes et unités urbaines,1,,7,10,2618,2097,24.8450166905103%,De 2 à 5 000 entrées,,NON,NON,,ITINERANT,NON,I,10,6,0,59.5492742551566%,34.9121466768526%,5.53857906799083%,0%,0,0%,0%,44.7543898,4.69809029999999
7,112825,CINEMA EDEN THEATRE,PROVENCE-ALPES-COTE D'AZUR,25 BOULEVARD CLEMENCEAU,13028,La Ciotat,36812,13,00757,Toulon,598427,04-Unités urbaines de 100 000 hbts ou plus,1,142,53,1490,44222,27633,60.0332935258568%,De 40 à 50 000 entrées,,OUI,C,JPPR,FIXE,NON,B,405,271,4,63.8169648174174%,12.8986922655487%,17.5674709987852%,5.71687191824873%,307,71.5602836879433%,72.1278673685715%,43.177341,5.610704
7,112826,CGR LE SPOT - LA CIOTAT,PROVENCE-ALPES-COTE D'AZUR,756 Avenue Emile Bodin,13028,La Ciotat,36812,13,00757,Toulon,598427,04-Unités urbaines de 100 000 hbts ou plus,8,1305,53,14735,217013,204180,6.285140562249%,De 200 à 300 000 entrées,CGR,NON,NON,,FIXE,OUI,B,229,148,138,39.7824221196446%,43.1203173204055%,15.9193709262137%,1.17788963373617%,32,8.70335058567148%,4.77233188745332%,43.196379,5.59634
4,113131,LE CINE-MALICE,NOUVELLE AQUITAINE,7 RUE LOUIS XIII,86078,Civray,2708,86,86114,Civray,4036,06-autres communes et unités urbaines,1,126,50,1203,21260,17693,20.1605154580908%,De 20 à 30 000 entrées,,OUI,E,JPPR,FIXE,NON,C,272,185,8,59.9557410853493%,23.8947844892622%,14.5249710808228%,1.62450334456571%,158,43.8893844781445%,30.6643866619725%,46.148022,0.295463
4,113271,LE MAGNOAC,OCCITANIE,LE MAGNOAC,65148,Cizos,135,65,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,116,51,187,2618,425,516%,De 2 à 5 000 entrées,,OUI,E,,FIXE,NON,R,164,137,23,61.9688683214136%,22.8018510727808%,11.9478334034497%,3.28144720235591%,95,55%,44.2995372318048%,43.257218,0.483469
2,113523,CINEMA JEANNE MOREAU,ILE-DE-FRANCE,22 RUE PAUL VAILLANT COUTURIER,92023,Clamart,53740,92,00851,Paris,10947378,02-Petite Couronne,1,154,46,935,23560,23546,0.0594580820521532%,De 20 à 30 000 entrées,,OUI,C,,FIXE,NON,B,232,196,6,68.4547567875784%,11.5575244528269%,16.044563358042%,3.9431554015527%,156,62.7363737486096%,63.3097942892232%,48.802513,2.263801
6,113611,CASINO,BOURGOGNE / FRANCHE-COMTE,41 ROUTE DE PRESSURES,58079,Clamecy,3779,58,58106,Clamecy,4067,06-autres communes et unités urbaines,2,243,53,2150,25829,23204,11.3127047060852%,De 20 à 30 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,334,240,26,50.1559477279008%,30.3565083501125%,13.4588811244029%,6.0286627975838%,211,37.8238341968912%,34.6638240751708%,47.458201,3.515322
2,114032,ESPACE PHILIPPE NOIRET,ILE-DE-FRANCE,PLACE CHARLES DE GAULLE,78165,Les Clayes-sous-Bois,17624,78,00851,Paris,10947378,03-Grande couronne,2,313,53,2914,66157,58845,12.4258645594358%,De 50 à 80 000 entrées,,OUI,C,JPPR,FIXE,NON,B,286,187,48,55.152581790754%,23.652534649109%,15.2110374304661%,5.98384612967095%,173,45.2657514959521%,39.5958389641409%,48.821274,1.987156
2,114042,MY CINE,ILE-DE-FRANCE,SHOPPING PROMENADE 3 RUE ROBERT SCHUMAN,77118,Claye-Souilly,12435,77,77302,Claye-Souilly,12435,03-Grande couronne,3,387,53,3581,126422,150787,-16.1585547825741%,De 100 à 150 000 entrées,,NON,NON,,FIXE,NON,I,96,75,53,25.5051377934199%,57.3508154479465%,15.9083053137668%,1.23574144486692%,13,4.48541552008806%,1.59947207994218%,48.947319,2.673824
6,114062,L'ODYSSEE,BOURGOGNE / FRANCHE-COMTE,RUE FAISANT,71133,La Clayette,1699,71,71107,La Clayette,2878,06-autres communes et unités urbaines,1,193,53,594,10719,9623,11.3893796113478%,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,C,224,179,2,66.2538091025263%,19.0700874864838%,11.1963039418067%,3.47979946918313%,118,43.2809773123909%,34.5620760837511%,46.290173,4.304916
6,114211,SALLE JEAN GIONO,AUVERGNE / RHONE-ALPES,LE BOURG,38113,Clelles,541,38,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,129,51,154,5866,5281,11.0774474531339%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,R,108,81,0,69.2819614711033%,13.5551663747811%,9.5446584938704%,7.61821366024518%,71,65.7894736842105%,64.30823117338%,44.814065,5.63181
3,114523,SALLE LEBRUN,HAUTS DE FRANCE,"7, PLACE CORROYER",60157,Clermont,10481,60,60401,Clermont,22225,05-Unités urbaines de 20 000 à 100 000 hbts,1,110,50,860,34361,29827,15.2009923894458%,De 30 à 40 000 entrées,,OUI,D,,FIXE,NON,C,212,147,0,55.1256162024114%,28.1968284136129%,15.1303676426917%,1.54718774128408%,111,42.3122765196663%,35.0032666151927%,49.377974,2.414916
7,114564,ALAIN RESNAIS,OCCITANIE,RUE ROGER SALASC,34079,Clermont-l'Hérault,9285,34,34301,Clermont-l'Hérault,11076,06-autres communes et unités urbaines,1,230,53,1594,66541,62918,5.75828856607012%,De 50 à 80 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,349,236,59,52.9821974409781%,31.1153095863478%,12.6246102330154%,3.27788273965869%,226,50.7802340702211%,34.2180851880866%,43.625579,3.435522
6,114621,CINE CAPITOLE,AUVERGNE / RHONE-ALPES,32 PLACE DE JAUDE,63113,Clermont-Ferrand,149898,63,63701,Clermont-Ferrand,278692,04-Unités urbaines de 100 000 hbts ou plus,5,647,53,7522,86091,82547,4.29331168909833%,De 80 à 100 000 entrées,CINEMAS PATHE,OUI,A,JPPR,FIXE,NON,C,314,155,142,59.3270499304705%,10.2867941571485%,21.24748921402%,9.13866669836101%,261,95.635305528613%,94.7751880860977%,45.776195,3.081674
6,114664,LE RIO,AUVERGNE / RHONE-ALPES,178 RUE SOUS LES VIGNES,63113,Clermont-Ferrand,149898,63,63701,Clermont-Ferrand,278692,04-Unités urbaines de 100 000 hbts ou plus,1,159,48,1483,28347,28589,-0.846479415159677%,De 20 à 30 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,303,138,32,63.9061391057488%,11.6882540809084%,16.1905606813343%,8.21504613200852%,244,91.6346891788181%,88.9371894960965%,45.803623,3.108544
6,114701, CINE JAUDE,AUVERGNE / RHONE-ALPES,CENTRE COMMERCIAL FOND DE JAUDE,63113,Clermont-Ferrand,149898,63,63701,Clermont-Ferrand,278692,04-Unités urbaines de 100 000 hbts ou plus,7,768,53,9426,110112,112975,-2.5341889798628%,De 100 à 150 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,NON,C,243,139,120,39.1637263104289%,43.9025499254301%,14.2701247681059%,2.66359899603507%,46,8.96742014220524%,8.12174893601542%,45.77645,3.08216
6,114717,LES AMBIANCES,AUVERGNE / RHONE-ALPES,7 RUE SAINT DOMINIQUE,63113,Clermont-Ferrand,149898,63,63701,Clermont-Ferrand,278692,04-Unités urbaines de 100 000 hbts ou plus,3,269,53,4993,52817,56495,-6.51031064695991%,De 50 à 80 000 entrées,CGR,OUI,A,RDJPPR,FIXE,NON,C,255,131,106,61.4040838362609%,12.0548367815205%,22.3743323756821%,4.16674700653645%,230,97.7699041267195%,97.747912770183%,45.778539,3.081053
6,114720,LE PARIS,AUVERGNE / RHONE-ALPES,RUE BARRIERE DE JAUDE,63113,Clermont-Ferrand,149898,63,63701,Clermont-Ferrand,278692,04-Unités urbaines de 100 000 hbts ou plus,7,1162,53,11651,173378,170782,1.52006651754869%,De 150 à 200 000 entrées,CGR,NON,NON,,FIXE,NON,C,223,125,116,39.8837452383165%,40.643291833132%,16.8070008361981%,2.66596209235343%,55,7.89700310024113%,8.13202638669516%,45.774394,3.08166
6,114727,CGR CLERMONT FERRAND VAL ARENA,AUVERGNE / RHONE-ALPES,210 Boulevard Etienne Clementel,63113,Clermont-Ferrand,149898,63,63701,Clermont-Ferrand,278692,04-Unités urbaines de 100 000 hbts ou plus,12,2218,53,22186,307909,282403,9.03177374178036%,De 300 à 450 000 entrées,CGR,NON,NON,,FIXE,OUI,C,277,191,185,38.0555791620634%,44.8120885658066%,14.7874433716195%,2.34488890051055%,36,6.93914623069936%,4.04194259042564%,45.807582,3.109175
6,114971,FOYER RURAL,BOURGOGNE / FRANCHE-COMTE,PLACE DE LA MAIRIE,71135,Clessé,894,71,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,48,570,20335,18454,10.1929121057765%,De 20 à 30 000 entrées,,OUI,E,JPPR,ITINERANT,NON,R,88,19,0,66.5196558858761%,11.3089404334096%,11.7281934008494%,10.443210279865%,66,60.6177606177606%,58.9132091908962%,46.4211271,4.821967699999959
2,115104,CINEMA RUTEBEUF,ILE-DE-FRANCE,16-18  ALLEES LEON-GAMBETTA,92024,Clichy,63166,92,00851,Paris,10947378,02-Petite Couronne,1,549,49,1268,38207,26444,44.4826803811829%,De 30 à 40 000 entrées,,OUI,C,JPPR,FIXE,NON,B,289,180,4,57.4159303927168%,17.862062014983%,16.7433735344509%,7.9786340578493%,231,79.3193717277487%,71.780831121712%,48.90196,2.309342
3,115334,LE CONNETABLE,PAYS DE LA LOIRE,ZAC ILOT CHAMP DE FOIRE,44043,Clisson,7752,44,00362,Clisson,20614,05-Unités urbaines de 20 000 à 100 000 hbts,2,432,53,1401,66883,72324,-7.52309053702782%,De 50 à 80 000 entrées,,OUI,E,JP,FIXE,NON,C,321,236,69,57.9766417532497%,25.6326831289615%,14.5014502985006%,1.8892248192882%,188,45.3690303907381%,33.8894089841772%,47.083295,-1.287262
6,115511,LES ARTS,BOURGOGNE / FRANCHE-COMTE,PLACE DU MARCHE,71137,Cluny,5176,71,71202,Cluny,5509,06-autres communes et unités urbaines,1,289,48,463,16912,14454,17.0056731700567%,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,I,177,121,0,62.6895982737831%,17.0844703941106%,15.8850034905122%,4.34092784159421%,121,64.2201834862385%,58.2153963317891%,46.43482,4.657216
6,115521,DANAY,AUVERGNE / RHONE-ALPES,71 ROUTE DE L' ETALE,74080,La Clusaz,1758,74,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,313,32,373,10573,8375,26.244776119403%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,R,88,70,32,60.5410006620638%,22.3777546580914%,17.0150383051168%,0.066206374728081%,17,14.2091152815013%,10.0539109051357%,45.904524,6.425393
6,115562,STUDIO 1600,AUVERGNE / RHONE-ALPES,FLAINE-FORUM,74081,Cluses,17372,74,74502,Cluses,93895,05-Unités urbaines de 20 000 à 100 000 hbts,1,256,27,262,5360,5441,-1.48869693071127%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,C,82,64,38,44.861215303826%,36.1027756939235%,18.7171792948237%,0.318829707426857%,21,14.2857142857143%,7.42685671417855%,46.050618,6.587273
6,115566,CINE CLUSES,AUVERGNE / RHONE-ALPES,CHEMIN DE L EPINETTE,74081,Cluses,17372,74,74502,Cluses,93895,05-Unités urbaines de 20 000 à 100 000 hbts,3,655,53,4005,75436,73285,2.93511632666985%,De 50 à 80 000 entrées,,OUI,D,JPPR,FIXE,NON,C,339,236,62,40.4358419057932%,42.0249052517596%,14.6101786681104%,2.92907417433676%,238,21.840242669363%,19.6399566865187%,46.063557,6.58368
7,116021,RAIMU,PROVENCE-ALPES-COTE D'AZUR,AVENUE GEORGE CLEMENCEAU,83042,Cogolin,12007,83,83304,Cogolin,12007,06-autres communes et unités urbaines,1,130,53,1229,18456,15162,21.7253660466957%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,I,215,189,44,55.8841480330689%,30.7828885313211%,11.7294568051934%,1.60350663041669%,111,35.0574712643678%,26.3774066470621%,43.250728,6.537455
7,116614,LE MONDIAL,OCCITANIE,Place de la République,66053,Collioure,2429,66,66501,Saint-Cyprien,63915,05-Unités urbaines de 20 000 à 100 000 hbts,1,121,52,571,11116,11579,-3.99861818809914%,De 10 à 20 000 entrées,,OUI,D,,FIXE,NON,B,282,214,32,59.8753776435045%,19.2220543806647%,18.0608006042296%,2.84176737160121%,167,49.8194945848375%,43.523413897281%,42.526903,3.08464
2,117025,M J C THEATRE DE COLOMBES,ILE-DE-FRANCE,"96, 98 RUE ST DENIS",92025,Colombes,87328,92,00851,Paris,10947378,02-Petite Couronne,1,322,10,11,1000,1221,-18.0999180999181%,Moins de 2000 entrées,,NON,NON,,FIXE,NON,B,7,1,0,62.2485207100592%,28.2840236686391%,0%,9.46745562130178%,7,100%,100%,48.923862,2.250041
2,117051,L'HELIOS,ILE-DE-FRANCE,27 A 39 RUE DU BOURNARD,92025,Colombes,87328,92,00851,Paris,10947378,02-Petite Couronne,4,477,53,6462,130629,133113,-1.86608370331974%,De 100 à 150 000 entrées,,OUI,C,JPPR,FIXE,NON,B,291,148,112,46.4553233732884%,35.7019206314045%,15.9327902073232%,1.90996578798395%,179,47.8204504942473%,35.2670916504631%,48.923159,2.255372
3,117742,CHATEAUBRIAND,BRETAGNE,RUE DE MALOUAS,35085,Combourg,6206,35,35208,Combourg,6206,06-autres communes et unités urbaines,2,296,53,1677,34924,35042,-0.336738770618115%,De 30 à 40 000 entrées,,OUI,E,JPPR,FIXE,NON,I,379,293,54,58.7829438090502%,24.3411238189955%,11.8007210343113%,5.07521133764296%,223,47.2222222222222%,37.8698408751865%,48.412765,-1.750635
2,117921,LA COUPOLE,ILE-DE-FRANCE,RUE JEAN FRANCOIS MILLET,77122,Combs-la-Ville,21801,77,00851,Paris,10947378,03-Grande couronne,1,236,32,325,12175,14290,-14.8005598320504%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,110,78,3,56.1388653683319%,18.2143193150814%,17.5369272744379%,8.10988804214884%,49,41.6666666666667%,43.8517264088814%,48.659579,2.566711
6,118073,THEATRE ALPHONSE THIVRIER,AUVERGNE / RHONE-ALPES,THEATRE ALPHONSE THIVRIER,03082,Commentry,6285,03,03203,Commentry,7075,06-autres communes et unités urbaines,1,,46,457,19826,16257,21.9536199790859%,De 10 à 20 000 entrées,,NON,NON,,ITINERANT,NON,C,69,42,0,87.2749099639856%,4.72552657426607%,7.20288115246098%,0.796682309287351%,28,31.4009661835749%,28.9042889883226%,46.287439,2.74393
9,118135,FRANCOIS TRUFFAUT,GRAND EST,7 RUE CARCANO,55122,Commercy,5578,55,55201,Commercy,5578,06-autres communes et unités urbaines,1,195,48,399,17450,18545,-5.90455648422755%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,I,168,133,0,55.7932492153974%,27.7012745788766%,13.7129315314161%,2.79254467430987%,90,47.5675675675676%,36.1045282777173%,48.763489,5.589497
3,118495,CINEVILLE,BRETAGNE,RUE DE COLGUEN,29039,Concarneau,21099,29,29404,Concarneau,28381,05-Unités urbaines de 20 000 à 100 000 hbts,5,801,53,6892,185735,174984,6.14399030768527%,De 150 à 200 000 entrées,CINEVILLE,OUI,D,JP,FIXE,NON,C,283,177,109,51.4839652081535%,33.2420379346214%,14.3173317398136%,0.956665117411416%,140,22.7900146842878%,18.5672708762145%,47.899073,-3.909554
3,119054,ROYAL,NORMANDIE,PLACE DE L HOTEL DE VILLE,14174,Condé-en-Normandie,6605,14,00263,Condé-en-Normandie,8018,06-autres communes et unités urbaines,1,381,53,678,19014,18181,4.58170617677795%,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,C,210,161,2,59.5829466673945%,23.9751078115618%,13.3522572192805%,3.0896883017632%,118,43.37899543379%,25.6837163600633%,48.8506,-0.551002
3,119122,CIRCUIT 2,NORMANDIE,CINEMA MUNICIPAL,50139,Condé-sur-Vire,4227,50,50111,Condé-sur-Vire,4227,06-autres communes et unités urbaines,1,,48,282,15268,13974,9.26005438671819%,De 10 à 20 000 entrées,,OUI,E,JP,ITINERANT,NON,I,98,62,0,72.73159467536%,16.1708774789459%,10.9549035588155%,0.142624286878566%,49,38.8278388278388%,34.732409671285%,49.06477,-1.036857
4,119181,CINE 32 GASCOGNE,OCCITANIE,RUE JEAN JAURES,32107,Condom,6670,32,32202,Condom,6670,06-autres communes et unités urbaines,2,273,52,695,19101,18870,1.2241653418124%,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,I,292,226,41,59.6915450289177%,21.8837785733958%,15.0261635912972%,3.39851280638942%,196,53.3232628398792%,46.9457449738364%,43.955916,0.372655
9,119281,JEAN VILAR,GRAND EST,1 RUE DES DOCTEURS GRANDJEAN,54136,Conflans-en-Jarnisy,2410,54,54301,Jarny,12391,06-autres communes et unités urbaines,1,159,51,282,8440,7526,12.144565506245%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,B,81,65,5,45.2093948055176%,37.7159189760159%,15.7574251273767%,1.31726109108985%,19,15.9420289855072%,9.00956878339754%,49.168276,5.857616
2,119305,PATHE CONFLANS,ILE-DE-FRANCE,RUE DE L'HAUTIL,78172,Conflans-Sainte-Honorine,36372,78,00851,Paris,10947378,03-Grande couronne,13,3108,53,22465,795446,867758,-8.33319888724737%,De 700 000 à 1 million d'entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,B,409,282,232,30.1637645872921%,50.6072920869389%,16.8531031524715%,2.37584017329748%,144,16.5863978034838%,8.3697233425947%,49.004829,2.077668
4,119331,LE CAPITOLE,NOUVELLE AQUITAINE,PLACE EMILE ROUX,16106,Confolens,2873,16,16102,Confolens,2873,06-autres communes et unités urbaines,1,149,52,966,16974,14862,14.2107387969318%,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,I,277,204,0,56.5759637188209%,26.9589317208365%,14.4431846812799%,2.02191987906274%,156,44.2748091603053%,27.2675736961451%,46.012696,0.670482
7,119812,MAISON POURTOUS,PROVENCE-ALPES-COTE D'AZUR,MAISON POUR TOUS,06048,Contes,7612,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,1,,53,140,7462,7139,4.52444319932764%,De 5 à 10 000 entrées,,NON,NON,,ITINERANT,NON,B,85,75,2,53.9646643109541%,38.0353356890459%,7.64664310954064%,0.353356890459364%,33,40%,33.5406360424028%,43.803799,7.330148
5,120181,PATHE CITE EUROPE,HAUTS DE FRANCE,1001 BOULEVARD DU KENT,62239,Coquelles,2635,62,62503,Calais,93524,05-Unités urbaines de 20 000 à 100 000 hbts,12,2210,53,20448,414393,426040,-2.73378086564642%,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,B,343,230,175,38.3268231543338%,44.5875466968447%,15.5007970406065%,1.58483310821499%,101,9.9392573723915%,4.86133927159007%,50.931939,1.8108
7,120241,FOGATA,CORSE,COL DE FOGATA,2B093,Corbara,933,2B,00000,Zone rurale,14183345,06-autres communes et unités urbaines,2,615,52,999,20617,20505,0.546208241892221%,De 20 à 30 000 entrées,,NON,NON,,FIXE,NON,R,159,110,9,58.0256179325528%,27.3141198839187%,12.5938156709697%,2.06644651255879%,74,24.9747219413549%,32.9930951666166%,42.627056,8.921392
2,120293,ARCEL,ILE-DE-FRANCE,15 PLACE LEON CASSE,91174,Corbeil-Essonnes,52613,91,00851,Paris,10947378,03-Grande couronne,3,380,53,3695,41773,40728,2.56580239638578%,De 40 à 50 000 entrées,,OUI,C,JPPR,FIXE,NON,B,349,240,79,48.5277143348314%,33.0091603428375%,12.0975465998674%,6.36557872246372%,212,40.8107367844426%,37.3093641788846%,48.603813,2.469302
3,120434,THEÂTRE LES DOCKS,HAUTS DE FRANCE,RUE DU 14 JUILLET,80212,Corbie,6356,80,80208,Corbie,8188,06-autres communes et unités urbaines,1,338,30,64,8316,8079,2.93353137764575%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,C,43,26,0,65.8567612263071%,21.7911207225544%,9.27362930924819%,3.07848874189035%,20,53.3333333333333%,47.1950133570793%,49.908852,2.515061
2,120963,THEATRE DU CORMIER,ILE-DE-FRANCE,123 RUE DE SAINT-GERMAIN,95176,Cormeilles-en-Parisis,26297,95,00851,Paris,10947378,03-Grande couronne,1,307,41,215,10477,9571,9.46609549681329%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,182,121,0,46.6039928171543%,21.1471427062427%,22.7104679412697%,9.53839653533326%,103,58%,57.2831942537235%,48.959824,2.189151
7,121792,CINEMA L ALBA,CORSE,CAMPING ALIVETU FG ST ANTOINE,2B096,Corte,7665,2B,2B202,Corte,7665,06-autres communes et unités urbaines,2,232,53,2640,29765,32039,-7.09759980024345%,De 20 à 30 000 entrées,,OUI,E,JPPR,FIXE,NON,I,246,146,41,39.9513201041209%,40.7626517021061%,15.8818160305602%,3.40421216321287%,106,20.8396946564886%,21.5509955714817%,42.301162,9.151626
6,121951,EDEN CINEMA,BOURGOGNE / FRANCHE-COMTE,2 RUE SAINT AGNAN,58086,Cosne-Cours-sur-Loire,9658,58,58202,Cosne-Cours-sur-Loire,9658,06-autres communes et unités urbaines,2,320,53,1858,56321,51254,9.88605767354743%,De 50 à 80 000 entrées,,OUI,E,JP,FIXE,NON,C,298,203,43,51.2732650411196%,34.2609291588515%,11.9391141249459%,2.52669167508296%,168,30.3964757709251%,20.6175155100274%,47.409738,2.924065
7,122243,CINEMA MARCEL PAGNOL,PROVENCE-ALPES-COTE D'AZUR,RUE BONAVENTURE,83046,Cotignac,2145,83,83115,Cotignac,3628,06-autres communes et unités urbaines,1,54,52,374,7316,7817,-6.40910835358833%,De 5 à 10 000 entrées,,OUI,E,,FIXE,NON,C,200,168,1,68.6120095626494%,14.2314723667557%,15.3846153846154%,1.77190268597947%,132,57.1030640668524%,49.5429616087751%,43.527138,6.149835
4,122291,LA MALINE,NOUVELLE AQUITAINE,LE MAIL,17121,La Couarde-sur-Mer,1121,17,17126,Ars-en-Ré,4504,06-autres communes et unités urbaines,2,401,51,2472,57729,55135,4.70481545297905%,De 50 à 80 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,383,281,54,70.8996926515787%,16.7504889633976%,10.5371612182174%,1.81265716680637%,255,53.93864013267%,38.6839899413244%,46.191994,-1.426164
5,122525,ESPACE JEAN VILAR,HAUTS DE FRANCE,PLACE DE LA CONVENTION,59155,Coudekerque-Branche,20987,59,59602,Dunkerque,164347,04-Unités urbaines de 100 000 hbts ou plus,1,314,49,184,18101,18412,-1.68911579404736%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,96,60,0,57.2129657679491%,23.3141472281127%,13.5534686458649%,5.91941835807331%,40,43.030303030303%,34.6743411087549%,51.018022,2.380798
3,122720,SALLE DES FETES,HAUTS DE FRANCE,SALLE DES FETES,60164,Le Coudray-Saint-Germer,869,60,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,50,957,43206,42705,1.17316473480857%,De 40 à 50 000 entrées,,OUI,E,JPPR,ITINERANT,NON,R,131,64,0,66.8244710067219%,22.9749169565559%,8.84576151492166%,1.35485052180054%,56,25.8323765786452%,29.6367012789998%,49.412798,1.840232
2,123373,CINEMA LES CAPUCINS,ILE-DE-FRANCE,23 RUE MARCEL CLAVIER,77131,Coulommiers,15167,77,77402,Coulommiers,28686,03-Grande couronne,4,568,53,6761,123609,26316,369.710442316461%,De 100 à 150 000 entrées,,NON,NON,,FIXE,NON,C,294,195,118,43.5869848721961%,41.1116001564945%,14.4032016171101%,0.89821335419927%,153,23.9220933690158%,11.2023995826813%,48.809696,3.090876
2,123905,CAMILLE ST SAENS,ILE-DE-FRANCE,15 BOULEVARD ARISTIDE BRIAND,92026,Courbevoie,82701,92,00851,Paris,10947378,02-Petite Couronne,1,360,1,11,2410,4001,-39.7650587353162%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,B,7,5,0,84.3568464730291%,0%,0%,15.643153526971%,5,81.8181818181818%,81.4107883817427%,48.899883,2.259136
