régionCNC;N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2022;entrées 2021;évolution entrées;tranche d'entrées;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude;geolocalisation
3;195741;CAFE DES IMAGES;NORMANDIE;4 SQUARE DU THEATRE;14327;Hérouville-Saint-Clair;22388;14;14601;Caen;206642;04-Unités urbaines de 100 000 hbts ou plus;4;1009;49;5566;86161;58983;46.0776834003018;De 80 à 100 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;378;198;145;63.7017928543789;14.9941957951761;12.8389010705533;8.46511027989166;297;84.8574745259899;49.202885;-0.332513;49.202885, -0.332513
3;198581;CASINO;NORMANDIE;41 RUE HENRI DOBERT;14338;Houlgate;1728;14;14402;Dives-sur-Mer;33981;05-Unités urbaines de 20 000 à 100 000 hbts;1;262;51;900;16541;12045;37.3266915732669;De 10 à 20 000 entrées;;OUI;D;;FIXE;NON;B;231;195;28;61.1485052452853;21.7391304347826;14.3957310047905;2.71663331514159;137;39.8399126796434;49.304867;-0.074371;49.304867, -0.074371
3;233001;CINEVILLE;BRETAGNE;4 BOULEVARD DU MARECHAL  JOFFRE;56121;Lorient;58881;56;56601;Lorient;119060;04-Unités urbaines de 100 000 hbts ou plus;11;2160;53;16781;255575;159679;60.0554863194284;De 200 à 300 000 entrées;CINEVILLE;NON;NON;;FIXE;OUI;C;437;303;245;55.8672821463847;28.6577032393316;10.5009171722873;4.97409744199641;253;34.4119010663388;47.751879;-3.366695;47.751879, -3.366695
3;314601;CINE ARMOR;BRETAGNE;RUE DES FRERES LUMIERE;35228;Pleurtuit;7085;35;458;Dinard;35626;05-Unités urbaines de 20 000 à 100 000 hbts;1;196;53;417;11829;6542;80.8162641394069;De 10 à 20 000 entrées;;OUI;D;;FIXE;NON;C;190;160;11;71.8575158522939;14.1458411040657;11.1245803804551;2.87206266318538;86;32.6650503543454;48.578076;-2.061657;48.578076, -2.061657
3;315312;IMAGES;BRETAGNE;RUE DE SALTASH;29189;Plougastel-Daoulas;13637;29;29701;Brest;207101;04-Unités urbaines de 100 000 hbts ou plus;2;237;53;1723;30723;15938;92.7657171539716;De 30 à 40 000 entrées;;OUI;C;JP;FIXE;NON;B;262;190;59;59.4136990135031;26.2121318127755;9.31225075211642;5.06191842160498;151;38.6238018610509;48.373269;-4.370987;48.373269, -4.370987
3;353572;L'HERMINE;BRETAGNE;1 PLACE RICHEMONT;56240;Sarzeau;9045;56;56213;Sarzeau;9045;06-autres communes et unités urbaines;1;417;34;166;3468;;;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;I;79;66;3;74.0268028079132;10.9125717932355;8.45564773452457;6.60497766432674;42;53.7013401403957;47.527723;-2.768594;47.527723, -2.768594
3;407211;JACQUES TATI;PAYS DE LA LOIRE;33 BD VICTOR HUGO;44184;Saint-Nazaire;73643;44;44601;Saint-Nazaire;160970;04-Unités urbaines de 100 000 hbts ou plus;1;154;50;1610;38658;19393;99.3399680297014;De 30 à 40 000 entrées;;OUI;B;RDJPPR;FIXE;NON;C;260;106;41;64.8158344683687;13.263975425276;8.52290839539804;13.3972817109572;230;96.2703219636595;47.280291;-2.216623;47.280291, -2.216623
3;427442;Salle Saint-Gobain;HAUTS DE FRANCE;Place Saint-Gobain;60636;Thourotte;4530;60;60502;Compiègne;72962;05-Unités urbaines de 20 000 à 100 000 hbts;1;220;41;81;3803;2150;76.8837209302326;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;B;60;27;0;42.3509933774834;27.4172185430464;25.4635761589404;4.7682119205298;47;89.2384105960265;49.482001;2.884056;49.482001, 2.884056
3;448981;THEATRE;NORMANDIE;1 PLACE DE PARIS;27681;Vernon;24678;27;27401;Vernon;32649;05-Unités urbaines de 20 000 à 100 000 hbts;4;836;53;2936;49124;32470;51.2904219279335;De 40 à 50 000 entrées;;OUI;D;;FIXE;NON;C;192;140;79;41.7730102952962;42.3134619731624;11.6967716745782;4.2167560569632;95;13.6941824384029;49.091924;1.487671;49.091924, 1.487671
3;459221;CLUB 80;HAUTS DE FRANCE;12 PLACE ARISTIDE BRIAND;2810;Villers-Cotterêts;10803;2;2301;Villers-Cotterêts;10803;06-autres communes et unités urbaines;2;217;53;2177;20280;13518;50.0221926320462;De 20 à 30 000 entrées;;OUI;E;JP;FIXE;NON;I;322;253;71;44.8209203672878;34.3607367234065;14.7398378349353;6.0785050743704;170;25.9249315362724;49.254713;3.092158;49.254713, 3.092158
3;721500;CINEVILLE;BRETAGNE;6 ESPLANADE MARIE DE KERSTRAT;29232;Quimper;65875;29;29501;Quimper;83222;05-Unités urbaines de 20 000 à 100 000 hbts;10;1987;53;14874;299320;188131;59.1019023977973;De 200 à 300 000 entrées;CINEVILLE;OUI;D;;FIXE;OUI;C;253;186;178;34.9661088035934;50.0436323786073;11.3961684683344;3.59409034946491;50;4.08689946288204;48.00072;-4.109877;48.00072, -4.109877
4;11592;CGR AGEN;NOUVELLE AQUITAINE;PLACE DU PIN;47001;Agen;33046;47;47501;Agen;82191;05-Unités urbaines de 20 000 à 100 000 hbts;10;1595;53;19203;216354;130200;66.1705069124424;De 200 à 300 000 entrées;CGR;OUI;D;;FIXE;OUI;C;262;228;201;33.7767589785556;51.0243271895401;11.7502371343017;3.44867669760262;84;4.62969851395838;44.204567;0.624721;44.204567, 0.624721
4;23262;LE TURENNE;NOUVELLE AQUITAINE;AVENUE  POINCARE;19010;Argentat-sur-Dordogne;3000;19;19102;Argentat;3000;06-autres communes et unités urbaines;1;187;50;368;8355;4779;74.827369742624;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;I;148;121;0;71.6471759144066;13.3988554366758;8.73351579995024;6.22045284896741;73;45.3346603632745;45.091845;1.943901;45.091845, 1.943901
4;82741;LE TEMPLE;OCCITANIE;RUE DU BARRY;12044;Camarès;1055;12;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;172;47;146;1958;1040;88.2692307692308;Moins de 2000 entrées;;NON;NON;;FIXE;NON;R;48;41;0;83.7837837837838;11.6381687810259;1.82018753447325;2.75785990071704;17;30.2261445118588;43.824209;2.878911;43.824209, 2.878911
4;174961;CINEMA DE GENCAY;NOUVELLE AQUITAINE;PASSAGE DES 3 MARCHANDS;86103;Gençay;1807;86;86105;Gençay;3148;06-autres communes et unités urbaines;1;104;53;1041;21718;12754;70.28383252313;De 20 à 30 000 entrées;;OUI;E;RDJPPR;FIXE;NON;C;239;167;2;68.4992654537236;13.6343089614646;8.74675104531586;9.11967453949599;163;65.9961577579388;46.374596;0.404662;46.374596, 0.404662
4;250751;LE SILVERADO;NOUVELLE AQUITAINE;LA CLE DES CHANTS;16211;Marthon;566;16;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;150;53;307;4840;2890;67.4740484429066;De 2 à 5 000 entrées;;OUI;E;;FIXE;NON;R;274;233;0;59.0680376285277;14.5044847954496;16.9109604025377;9.51651717348502;213;63.4434478232334;45.611664;0.44206;45.611664, 0.44206
4;259022;FAMILY FUN PARK;NOUVELLE AQUITAINE;49 ROUTE DE SEMUSSAC;17230;Meschers-sur-Gironde;3201;17;17402;Royan;37242;05-Unités urbaines de 20 000 à 100 000 hbts;1;133;53;971;8682;5444;59.478324761205;De 5 à 10 000 entrées;;OUI;D;;FIXE;NON;B;233;177;4;58.0167417900837;26.0399227301996;8.56406954282035;7.37926593689633;132;35.9433354797167;45.564042;-0.95352;45.564042, -0.95352
4;282999;BERTRAND TAVERNIER;OCCITANIE;RUE DE LA PARRO;12164;Mur-de-Barrez;710;12;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;94;53;204;2815;1304;115.874233128834;De 2 à 5 000 entrées;;OUI;E;;FIXE;NON;R;167;141;0;74.9811605124341;10.7008289374529;5.65184626978146;8.66616428033158;70;41.0700828937453;44.844783;2.659612;44.844783, 2.659612
4;288922;LE MAJESTIC;NOUVELLE AQUITAINE;PLACE ARISTIDE BRIAND;86177;Neuville-de-Poitou;5459;86;86115;Neuville-de-Poitou;5459;06-autres communes et unités urbaines;1;134;45;280;9539;4667;104.392543389758;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;I;108;83;1;67.6306097394626;8.26626653935343;9.68489974082663;14.4182239803574;57;62.8836447960715;46.68787;0.246293;46.68787, 0.246293
4;291144;MEGA CGR;NOUVELLE AQUITAINE;PLACE DE LA BRECHE;79191;Niort;60845;79;79501;Niort;75558;05-Unités urbaines de 20 000 à 100 000 hbts;12;2021;53;23261;313612;196815;59.3435459695653;De 300 à 450 000 entrées;CGR;NON;NON;;FIXE;OUI;C;275;211;206;36.7143416550582;48.4038080076006;11.4538731648446;3.42797717249658;76;5.27581093486201;46.337524;-0.481854;46.337524, -0.481854
5;53122;ETOILE BETHUNE;HAUTS DE FRANCE;379, avenue de Lens;62119;Béthune;25314;62;752;Béthune;358847;04-Unités urbaines de 100 000 hbts ou plus;9;1464;53;14115;175136;121066;44.6615895461979;De 150 à 200 000 entrées;;NON;NON;;FIXE;OUI;C;273;200;155;35.6554663817234;48.3344754294475;11.8021115227819;4.20794666604723;92;5.80088038188597;50.521692;2.641202;50.521692, 2.641202
6;106072;L'Etoile;AUVERGNE-RHONE-ALPES;RUE A BAUDIN;1093;Châtillon-sur-Chalaronne;5171;1;1124;Châtillon-sur-Chalaronne;5171;06-autres communes et unités urbaines;1;245;50;627;15166;9168;65.4232111692845;De 10 à 20 000 entrées;;OUI;E;JPPR;FIXE;NON;I;213;161;1;61.7300848617575;27.5526964139064;8.9515466739666;1.76567205036956;110;24.5825349028196;46.119679;4.956909;46.119679, 4.956909
6;111071;VOX;AUVERGNE-RHONE-ALPES;AV DE JAGORNAC;7064;Le Cheylard;3004;7;7114;Le Cheylard;3956;06-autres communes et unités urbaines;1;159;44;198;6042;1772;240.97065462754;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;C;102;82;1;44.6313285762827;34.0468909276249;17.1763506625892;4.14542983350323;24;22.0863064899762;44.907088;4.421455;44.907088, 4.421455
6;114621;CINE CAPITOLE;AUVERGNE-RHONE-ALPES;32 PLACE DE JAUDE;63113;Clermont-Ferrand;149898;63;63701;Clermont-Ferrand;278692;04-Unités urbaines de 100 000 hbts ou plus;5;647;53;7597;76174;44787;70.0806037466229;De 50 à 80 000 entrées;PATHE-GAUMONT;OUI;A;RDJPPR;FIXE;NON;C;235;126;118;69.4419912772924;11.8585345307808;11.7525577098137;6.94691648211302;196;96.937541609489;45.776195;3.081674;45.776195, 3.081674
2;57582;CINEMA LOUIS DAQUIN;ILE-DE-FRANCE;76 RUE VICTOR HUGO;93007;Le Blanc-Mesnil;58116;93;851;Paris;10949158;02-Petite Couronne;3;447;53;3534;49870;29623;68.3489180704183;De 40 à 50 000 entrées;;OUI;C;JP;FIXE;NON;B;287;222;46;52.7820608837394;27.2346799418477;12.5798493325697;7.40340984184325;154;28.941803603683;48.941761;2.457313;48.941761, 2.457313
2;202214;CINE D ISSY;ILE-DE-FRANCE;MAIL RAYMOND MENAND;92040;Issy-les-Moulineaux;68641;92;851;Paris;10949158;02-Petite Couronne;1;376;47;457;18275;14057;30.0064025040905;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;B;99;81;17;61.6214102134317;29.4558051178903;7.45893395910158;1.46385070957649;52;38.1774499944128;48.825247;2.271161;48.825247, 2.271161
1;9700;PATHE BEAUGRENELLE;ILE-DE-FRANCE;7 RUE LINOIS;75115;Paris 15e Arrondissement;231186;75;851;Paris;10949158;01-Paris;10;1962;53;18824;632788;421618;50.0856225303474;De 450 à 700 000 entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;C;237;192;139;32.9363668397715;46.6313122535568;15.5505737651334;4.8817471415383;91;12.8766703923798;48.848895;2.282585;48.848895, 2.282585
2;54292;LA BARBACANE;ILE-DE-FRANCE;PLACE DU 8 MAI 1945;78062;Beynes;7697;78;78205;Beynes;8220;03-Grande couronne;1;292;41;336;7868;5420;45.1660516605166;De 5 à 10 000 entrées;;OUI;E;JP;FIXE;NON;C;138;110;1;71.766323024055;14.639175257732;12.2474226804124;1.34707903780069;68;49.5670103092784;48.855732;1.875104;48.855732, 1.875104
2;172043;THEATRE ANDRE MALRAUX;ILE-DE-FRANCE;1 BIS RUE GUILLEMETEAU;93032;Gagny;39817;93;851;Paris;10949158;02-Petite Couronne;1;450;48;534;10589;4664;127.036878216123;De 10 à 20 000 entrées;;OUI;C;;FIXE;NON;B;220;171;0;62.1209037248117;20.9240789741502;11.0014247913698;5.95359250966823;132;67.5452880113983;48.884043;2.529952;48.884043, 2.529952
2;248192;FONTENELLE;ILE-DE-FRANCE;10 RUE CARNOT;78372;Marly-le-Roi;16857;78;851;Paris;10949158;03-Grande couronne;2;336;53;2555;46625;27639;68.6927891747169;De 40 à 50 000 entrées;;OUI;C;JPPR;FIXE;NON;B;305;214;69;72.96875;13.2767857142857;9.36607142857143;4.38839285714286;194;53.03125;48.871284;2.095564;48.871284, 2.095564
3;26402;LA LOCOMOTIVE;BRETAGNE;PLACE DE L'ANCIENNE GARE;56005;Arzon;2305;56;56102;Arzon;2305;06-autres communes et unités urbaines;2;246;52;2172;28525;20706;37.762001352265;De 20 à 30 000 entrées;;OUI;E;JPPR;FIXE;NON;I;199;164;57;72.2073183818006;17.67357012555;5.93053618056301;4.18857531208642;112;43.1519834030833;47.546509;-2.910816;47.546509, -2.910816
3;44131;CINEMA LE DUNOIS;CENTRE-VAL DE LOIRE;11 RUE DE LA MAILLE D OR;45028;Beaugency;7571;45;45207;Beaugency;8952;06-autres communes et unités urbaines;1;200;48;695;23640;12845;84.0404826780849;De 20 à 30 000 entrées;;OUI;E;JP;FIXE;NON;C;193;157;25;56.4664376566707;30.2386036579705;7.99368675146226;5.30127193389657;87;25.3736886083001;47.777284;1.628684;47.777284, 1.628684
3;215183;MEGA CGR;BRETAGNE;RUE GUSTAVE ZEDE;56098;Lanester;23421;56;56601;Lorient;119060;04-Unités urbaines de 100 000 hbts ou plus;12;2173;53;23537;375067;226996;65.2306648575305;De 300 à 450 000 entrées;CGR;NON;NON;;FIXE;OUI;B;238;191;185;31.5371297427156;52.1585311841522;12.4540659517642;3.85027312136789;43;2.60478599900683;47.775894;-3.35298;47.775894, -3.35298
3;273631;MONTJEAN CINEMA;PAYS DE LA LOIRE;RUE DE L AUMONERIE;49244;Mauges-sur-Loire;18559;49;49208;La Pommeraye;18559;06-autres communes et unités urbaines;1;155;53;582;14046;9794;43.414335307331;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;C;133;117;12;48.2553930794846;40.1259591718546;9.17909367308528;2.4395540755755;25;6.64543217026205;47.38864;-0.862168999999994;47.38864, -0.8621689999999944
3;439721;LES ARCADES;NORMANDIE;PLACE DES CHALANDS;27701;Val-de-Reuil;12988;27;27402;Louviers;44878;05-Unités urbaines de 20 000 à 100 000 hbts;2;242;53;1160;15745;7741;103.397493863842;De 10 à 20 000 entrées;;OUI;D;JP;FIXE;NON;C;252;193;2;65.3242605193723;22.545479794473;9.77641994167477;2.35383974447993;140;34.5993611998334;49.271387;1.212255;49.271387, 1.212255
3;722080;LA PLEIADE;CENTRE-VAL DE LOIRE;154 RUE DE LA MAIRIE;37195;La Riche;10469;37;37701;Tours;366772;04-Unités urbaines de 100 000 hbts ou plus;1;298;17;23;1608;654;145.871559633028;Moins de 2000 entrées;;NON;NON;;FIXE;NON;B;20;11;0;88.3706467661692;2.79850746268657;3.04726368159204;5.78358208955224;13;68.5945273631841;47.38634;0.653023;47.38634, 0.653023
4;12562;THEOPHILE DE VIAU;NOUVELLE AQUITAINE;PLACE DE LA MAIRIE;47004;Aiguillon;4368;47;47103;Aiguillon;4652;06-autres communes et unités urbaines;1;254;53;765;11168;5833;91.4623692782445;De 10 à 20 000 entrées;;OUI;E;JPPR;FIXE;NON;C;308;227;4;55.4330872413435;14.9734844546116;24.1031506706873;5.4902776333576;179;53.7485702401997;44.299994;0.336667;44.299994, 0.336667
4;184852;L'ENTRACT;OCCITANIE;MAIRIE AVENUE LAZARE CARNOT;31232;Grenade;9016;31;31205;Grenade;9016;06-autres communes et unités urbaines;1;250;52;499;17470;8707;100.643160675319;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;I;246;196;1;56.1940715883669;24.091163310962;8.71085011185682;11.0039149888143;130;44.253355704698;43.76859;1.296013;43.76859, 1.296013
4;191591;HARITZ BARNE;NOUVELLE AQUITAINE;7 RUE YATS;64256;Hasparren;7808;64;64202;Hasparren;7808;06-autres communes et unités urbaines;1;193;52;648;10953;7504;45.9621535181237;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;I;238;200;1;67.8327737463446;17.2858225928734;12.3795082854977;2.50189537528431;115;46.2363262211632;43.382881;-1.306533;43.382881, -1.306533
4;233742;L ARIXO;OCCITANIE;L'ARIXO;65282;Loudenvielle;301;65;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;107;47;260;5751;3481;65.2111462223499;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;R;170;154;30;56.5618895400462;32.9248801278636;7.44095187355709;3.07227845853312;84;18.3448765760966;42.795333;0.411078;42.795333, 0.411078
4;252212;LE FORUM;NOUVELLE AQUITAINE;RUE DES DOUVES;17224;Matha;2257;17;17101;Matha;2257;06-autres communes et unités urbaines;1;154;49;259;3497;2715;28.8029465930018;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;I;153;137;0;68.8775510204082;13.5354141656663;11.3445378151261;6.24249699879952;81;40.7863145258103;45.868856;-0.320748;45.868856, -0.320748
4;263563;ESPACE CULTUREL ANDRE MALRAUX;OCCITANIE;14 RUE VIDAL LABLACHE;9194;Mirepoix;3236;9;9103;Mirepoix;3236;06-autres communes et unités urbaines;1;106;50;744;8734;5258;66.1087866108787;De 5 à 10 000 entrées;;OUI;E;JP;FIXE;NON;I;206;174;0;54.3639970245475;22.3902801884453;16.7741135631044;6.4716092239028;117;50.9670220679395;43.089583;1.87481;43.089583, 1.87481
4;266292;STELLA;NOUVELLE AQUITAINE;RUE JEANNE D ARC;79179;Moncoutant;5251;79;79105;Moncoutant;5251;06-autres communes et unités urbaines;1;295;47;638;5658;3612;56.6445182724252;De 5 à 10 000 entrées;;OUI;E;JP;FIXE;NON;I;175;145;4;71.8272675843862;19.3663963794079;4.62002640015086;4.18630963605506;60;22.3458419762399;46.724207;-0.587156;46.724207, -0.587156
4;343010;LE MOULIN DE ROQUES;OCCITANIE;14 AVENUE DE LA GARE;31458;Roques;4993;31;31701;Toulouse;1024959;04-Unités urbaines de 100 000 hbts ou plus;1;230;9;27;1250;750;66.6666666666667;Moins de 2000 entrées;;NON;NON;;FIXE;NON;B;12;4;0;46.5986394557823;0;0;53.4013605442177;11;96.7687074829932;43.510867;1.379784;43.510867, 1.379784
4;379013;LE TRIANON;NOUVELLE AQUITAINE;PLACE DU 8 MAI;33389;Saint-Ciers-sur-Gironde;3071;33;33107;Saint-Ciers-sur-Gironde;3071;06-autres communes et unités urbaines;1;225;40;317;2389;1980;20.6565656565657;De 2 à 5 000 entrées;;OUI;E;;FIXE;NON;I;138;117;0;61.9939050936004;22.3334784501524;12.9734436221158;2.69917283413148;49;29.4296909011754;45.290626;-0.610204;45.290626, -0.610204
4;395872;CINE BOURSE;NOUVELLE AQUITAINE;PLACE LENINE;87154;Saint-Junien;11600;87;87301;Saint-Junien;11600;06-autres communes et unités urbaines;2;328;53;1647;38283;23539;62.6364756361783;De 30 à 40 000 entrées;;OUI;E;JPPR;FIXE;NON;I;295;212;41;42.2554045018944;37.5891464229998;13.3441051927791;6.81134388232672;182;29.1703811009583;45.887637;0.903224;45.887637, 0.903224
4;430222;A B C SALLE A;OCCITANIE;13 RUE ST BERNARD;31555;Toulouse;503020;31;31701;Toulouse;1024959;04-Unités urbaines de 100 000 hbts ou plus;3;396;53;5504;151174;73541;105.564243075291;De 150 à 200 000 entrées;;OUI;A;RDJPPR;FIXE;NON;C;296;147;123;67.3484753419501;6.93569936444901;13.6270696005846;12.0887556930163;243;92.5453780458099;43.60903;1.443975;43.60903, 1.443975
4;432661;AGNES VARDA;PAYS DE LA LOIRE;BOULEVARD DE LA PETITE HOLLANDE;85294;La Tranche-sur-Mer;3040;85;85104;La Tranche-sur-Mer;3040;06-autres communes et unités urbaines;2;266;50;1975;33599;22052;52.3625974968257;De 30 à 40 000 entrées;;OUI;E;;FIXE;NON;I;246;211;63;58.6993931709084;30.7822359085832;6.17697672312291;4.3413941973855;104;16.7044047942517;46.34852;-1.448152;46.34852, -1.448152
4;722040;CGR LESCAR;NOUVELLE AQUITAINE;180 BOULEVARD DE L'EUROPE;64335;Lescar;10007;64;64601;Pau;205404;04-Unités urbaines de 100 000 hbts ou plus;9;1575;53;17677;191848;110468;73.668392656697;De 150 à 200 000 entrées;CGR;NON;NON;;FIXE;OUI;B;169;143;140;34.6621122502973;50.5404003625371;11.9343870660163;2.86310032114922;16;1.8304981742169;43.319282;-0.433455;43.319282, -0.433455
5;412322;LE REGENCY;HAUTS DE FRANCE;OSCAR RICQUE;62767;Saint-Pol-sur-Ternoise;5023;62;62209;Saint-Pol-sur-Ternoise;8532;06-autres communes et unités urbaines;1;140;53;1350;27441;15754;74.1843341373619;De 20 à 30 000 entrées;;OUI;E;JPPR;FIXE;NON;C;156;97;24;58.9118198874296;30.0225906497684;8.51552628556113;2.55006317724088;81;25.2555806562775;50.381554;2.33712;50.381554, 2.33712
5;440044;GAUMONT;HAUTS DE FRANCE;AV DES ALPES ET RUE DU DAUPHINE;59606;Valenciennes;43188;59;59701;Valenciennes (partie française);336069;04-Unités urbaines de 100 000 hbts ou plus;15;3710;53;23408;397434;268720;47.8989282524561;De 300 à 450 000 entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;C;424;289;235;32.8260426226165;50.1904252064852;12.8370041806873;4.14652799021107;196;10.1119098603039;50.339838;3.514954;50.339838, 3.514954
6;47476;PATHE BELFORT;BOURGOGNE-FRANCHE-COMTE;1 BOULEVARD RICHELIEU;90010;Belfort;46225;90;555;Belfort;79491;05-Unités urbaines de 20 000 à 100 000 hbts;14;2973;53;21322;321986;202218;59.22717067719;De 300 à 450 000 entrées;PATHE-GAUMONT;OUI;D;PR;FIXE;OUI;C;478;328;267;40.2840621452761;43.0042543290077;12.3988692855054;4.3128142402108;267;18.2841816312349;47.63059;6.861946;47.63059, 6.861946
6;67333;LE ROXY;AUVERGNE-RHONE-ALPES;AV D ANGLETERRE;63047;La Bourboule;1790;63;63102;La Bourboule;2296;06-autres communes et unités urbaines;1;192;53;419;9101;5706;59.4987732211707;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;C;98;79;6;63.4014356709001;27.4323578133628;6.9243511871894;2.24185532854776;46;26.1623412479293;45.585925;2.742025;45.585925, 2.742025
6;67981;LA  GRENETTE;AUVERGNE-RHONE-ALPES;COURS DE VERDUN;1053;Bourg-en-Bresse;43363;1;1501;Bourg-en-Bresse;64032;05-Unités urbaines de 20 000 à 100 000 hbts;3;594;49;1937;22854;11800;93.6779661016949;De 20 à 30 000 entrées;;OUI;D;;FIXE;NON;C;152;109;36;73.5582931619354;3.01731833601143;17.0683806463132;6.35600785574005;139;94.6125691840743;46.206273;5.22595;46.206273, 5.22595
6;78505;reg'Art;AUVERGNE-RHONE-ALPES;PLACE DU 19 MARS 1962;26063;Buis-les-Baronnies;2370;26;26101;Buis-les-Baronnies;2370;06-autres communes et unités urbaines;1;151;53;1054;16726;9839;69.9969509096453;De 10 à 20 000 entrées;;OUI;E;RDJPPR;FIXE;NON;I;337;257;1;61.3079019073569;19.4854571953615;11.4948355617515;7.71180533553007;207;51.6950763576453;44.275689;5.27174;44.275689, 5.27174
6;115511;LES ARTS;BOURGOGNE-FRANCHE-COMTE;PLACE DU MARCHE;71137;Cluny;5176;71;71112;Cluny;5176;06-autres communes et unités urbaines;1;289;48;452;12238;5630;117.371225577265;De 10 à 20 000 entrées;;OUI;E;JPPR;FIXE;NON;I;164;112;0;77.1911482836731;7.55358076319916;12.3802056107336;2.87506534239415;106;64.7935180345008;46.43482;4.657216;46.43482, 4.657216
6;176722;LE CLUB;AUVERGNE-RHONE-ALPES;ROUTE TANINGES;74134;Les Gets;1250;74;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;220;26;303;5461;2836;92.5599435825106;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;R;85;74;49;51.2909723493866;41.7689067936275;5.47518769456144;1.46493316242446;16;6.37245925654642;46.152434;6.657281;46.152434, 6.657281
6;212450;VOX;BOURGOGNE-FRANCHE-COMTE;5 GRANDE RUE MAISON DIEU;21336;Laignes;675;21;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;66;48;150;2385;1689;41.2078152753108;De 2 à 5 000 entrées;;OUI;E;;FIXE;NON;R;144;117;0;76.6311300639659;12.2814498933902;7.76119402985075;3.32622601279318;84;52.409381663113;47.842504;4.365197;47.842504, 4.365197
6;394522;CINE LAUDON;AUVERGNE-RHONE-ALPES;ROUTE DE L EGLISE;74242;Saint-Jorioz;6358;74;74601;Annecy;182687;04-Unités urbaines de 100 000 hbts ou plus;1;92;53;258;8607;3564;141.498316498316;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;B;182;146;0;70.3647205658022;14.7413673554292;10.5255859104146;4.3683261683539;108;62.113437803356;45.832006;6.161597;45.832006, 6.161597
